sms_id,SMS_texte,SMS_profondeur_arbre_max,SMS_profondeur_arbre_moy,SMS_distance_dependance_max,SMS_distance_dependance_moy,SMS_distance_dependance_var,SMS_nb_dependances_moy_phrase,SMS_nb_dependances_var_phrase,SMS_nb_phrases,SMS_nb_tokens,Transcodage_1_texte,Transcodage_1_profondeur_arbre_max,Transcodage_1_profondeur_arbre_moy,Transcodage_1_distance_dependance_max,Transcodage_1_distance_dependance_moy,Transcodage_1_distance_dependance_var,Transcodage_1_nb_dependances_moy_phrase,Transcodage_1_nb_dependances_var_phrase,Transcodage_1_nb_phrases,Transcodage_1_nb_tokens,Transcodage_2_texte,Transcodage_2_profondeur_arbre_max,Transcodage_2_profondeur_arbre_moy,Transcodage_2_distance_dependance_max,Transcodage_2_distance_dependance_moy,Transcodage_2_distance_dependance_var,Transcodage_2_nb_dependances_moy_phrase,Transcodage_2_nb_dependances_var_phrase,Transcodage_2_nb_phrases,Transcodage_2_nb_tokens,divergence_score
11,"Histoire d'etre sure certaine !
Demain je commence a 7h30 c'est ca?
Bisoux",3.0,2.3333333333333335,7.0,2.8,3.893333333333333,5.0,14.0,3.0,18.0,"Histoire d'être sûre certaine !
Demain je commence à 7h30 c'est ça ?
Bisous",3.0,2.3333333333333335,7.0,2.8,3.893333333333333,5.0,14.0,3.0,18.0,"Histoire d'être sûre certaine !
Demain je commence à 7h30 c'est ça ?
Bisous",3.0,2.3333333333333335,7.0,2.8,3.893333333333333,5.0,14.0,3.0,18.0,0.0
12,Ca y est le truc d'sms commence mdr mon <SUR_5>,5.0,5.0,8.0,3.1538461538461537,5.976331360946745,13.0,0.0,1.0,14.0,Ça y est le truc de SMS commence mort de rire mon <SUR_5>,5.0,5.0,7.0,2.5,4.535714285714286,14.0,0.0,1.0,15.0,Ça y est le truc de SMS commence mort de rire mon <SUR_5>,5.0,5.0,7.0,2.5,4.535714285714286,14.0,0.0,1.0,15.0,1.6538461538461537
13,"Coucou! T'es pas la alors ce weekend? Et es-ce que tu sais si tes parents font quelque chose ce weekend? Parce qu'il y a la journée du patrimoine et plein de monument gratuit, et comme je suis seule, je me serai bien greffée ! Lol",5.0,3.2,22.0,3.4705882352941178,20.092272202998846,10.2,99.75999999999999,5.0,56.0,"Coucou! Tu es pas là alors ce week-end ? Et est-ce que tu sais si tes parents font quelque chose ce week-end ? Parce qu'il y a la journée du patrimoine et plein de monuments gratuits, et comme je suis seule, je me serais bien greffée ! Lol",5.0,3.4,22.0,3.4444444444444446,18.283950617283953,10.8,103.36000000000001,5.0,59.0,"Coucou! T'es pas là alors ce week-end ? Et est-ce que tu sais si tes parents font quelque chose ce week-end ? Parce qu'il y a la journée du patrimoine et plein de monuments gratuits, et comme je suis seule, je me serais bien greffée ! Lol",5.0,3.4,22.0,3.4545454545454546,17.95702479338843,11.0,102.8,5.0,60.0,0.02614379084967311
14,Ca y est ca y est! J'ai rempli tout un truc ce matin pour pouvoir avoir le numero etc,5.0,4.0,11.0,2.7,6.010000000000001,10.0,16.0,2.0,22.0,Ça y est ça y est ! J'ai rempli tout un truc ce matin pour pouvoir avoir le numéro etc,5.0,4.0,11.0,2.7,6.010000000000001,10.0,16.0,2.0,22.0,Ça y est ça y est ! J'ai rempli tout un truc ce matin pour pouvoir avoir le numéro etc.,5.0,4.0,12.0,2.6666666666666665,6.6984126984126995,10.5,20.25,2.0,23.0,1.0333333333333337
15,Ha oui et au fait j'ai mis un bulletin a ton nom et num pour gagner une paire de chaussures lol jtexpliquerai !,7.0,7.0,16.0,3.625,16.567708333333332,24.0,0.0,1.0,25.0,Ha oui et au fait j'ai mis un bulletin à ton nom et numéro pour gagner une paire de chaussures lol je t'expliquerai !,7.0,7.0,19.0,3.7777777777777777,20.76543209876543,27.0,0.0,1.0,28.0,Ah oui et au fait j'ai mis un bulletin à ton nom et numéro pour gagner une paire de chaussures lol je t'expliquerai !,7.0,7.0,19.0,3.7777777777777777,20.76543209876543,27.0,0.0,1.0,28.0,3.1527777777777777
16,Haha merci beaucoup :). Tout se passe bien dans..ma chambre u! Lol. il fait une chaleur pas possible ici! J'espere que tout va bien toi <3,4.0,3.2,8.0,2.3125,3.58984375,6.4,10.239999999999998,5.0,37.0,Ha ha merci beaucoup :). Tout se passe bien dans…ma chambre universitaire ! Lol. Il fait une chaleur pas possible ici ! J'espère que tout va bien toi <3,4.0,3.2,7.0,2.0,2.25,6.4,8.639999999999999,5.0,37.0,Ha ha merci beaucoup :). Tout se passe bien dans… ma chambre universitaire ! Lol. Il fait une chaleur pas possible ici ! J'espère que tout va bien toi <3,4.0,2.8333333333333335,6.0,1.7419354838709677,1.1592091571279923,5.166666666666667,6.805555555555556,6.0,37.0,3.570564516129032
17,Oh trop mignon mon bbé<3 jsuis au travaiiiil la,4.0,4.0,7.0,1.9,3.0899999999999994,10.0,0.0,1.0,11.0,Oh trop mignon mon bébé <3 je suis au travail là,3.0,3.0,6.0,2.0,2.3636363636363638,11.0,0.0,1.0,12.0,Oh trop mignon mon bébé <3 je suis au travail là,3.0,3.0,6.0,2.0,2.3636363636363638,11.0,0.0,1.0,12.0,2.1
18,Penseea moi aujourdhhui! Lec mec qui saime pas trop,4.0,3.0,3.0,1.625,0.484375,4.0,1.0,2.0,10.0,Pensez à moi aujourd'hui ! Le mec qui s'aime pas trop,3.0,3.0,6.0,2.4615384615384617,2.5562130177514795,6.5,0.25,2.0,15.0,Pensez à moi aujourd'hui ! Le mec qui s'aime pas trop,3.0,3.0,6.0,2.4615384615384617,2.5562130177514795,6.5,0.25,2.0,15.0,4.836538461538462
19,"Bon alors jvais etre serieuse  un ptit moment ..  On se connais pas depuis longtemps cest le moins quon puisse dire mais je taime déjà beaucoup et ca me touche enormement que tu me confit des choses comme ca , donc a lavenir jveux que tu sache que petetre que je ne suis pas la personne ideal pour ca , surment quil ya des gens beaucoup mieu placer que moi pour te comprendre et ben je peux essaye et pyis meme si je ny arriverai surment pas toujours .. Bah quand on est triste et qu'on se sent seule , c'est bon de savoir quune personne est la pour toi , juste pour toi <3. Bonne nuit dors bien choux je taime ( oui parce que en plus detre tactile je suis super affective avec les gens *quelle plait cette Jean ;)* )",9.0,6.25,78.0,5.1,94.26333333333334,37.5,679.25,4.0,154.0,"Bon alors je vais être sérieuse un petit moment.. On se connaît pas depuis longtemps c'est le moins qu'on puisse dire mais je t'aime déjà beaucoup et ça me touche énormément que tu me confies des choses comme ça, donc à l'avenir je veux que tu saches que peut-être que je ne suis pas la personne idéale pour ça, sûrement qu'il y a des gens beaucoup mieux placés que moi pour te comprendre et ben je peux essayer et puis même si je n'y arriverai sûrement pas toujours… Bah quand on est triste et qu'on se sent seule, c'est bon de savoir qu'une personne est là pour toi, juste pour toi <3. Bonne nuit dors bien chou je t'aime (oui parce qu'en plus d'être tactile je suis super affective avec les gens *quelle plaie cette Jean ;)* )",9.0,6.5,93.0,4.745664739884393,77.10294363326541,43.25,989.1875,4.0,177.0,"Bon alors je vais être sérieuse un petit moment.. On se connaît pas depuis longtemps c'est le moins qu'on puisse dire mais je t'aime déjà beaucoup et ça me touche énormément que tu me confies des choses comme ça, donc à l'avenir je veux que tu saches que peut-être que je ne suis pas la personne idéale pour ça, sûrement qu'il y a des gens beaucoup mieux placés que moi pour te comprendre et ben je peux essayer et puis même si je n'y arriverai sûrement pas toujours… Bah quand on est triste et qu'on se sent seule, c'est bon de savoir qu'une personne est là pour toi, juste pour toi <3. Bonne nuit dors bien chou je t'aime (oui parce qu'en plus d'être tactile je suis super affective avec les gens *quelle plaie cette Jean  ;)* )",9.0,6.5,93.0,4.745664739884393,77.10294363326541,43.25,989.1875,4.0,177.0,15.354335260115606
20,Héhé on va gagner lipad,3.0,3.0,2.0,1.25,0.1875,4.0,0.0,1.0,5.0,Hé hé on va gagner l'iPad,5.0,5.0,3.0,1.8571428571428572,0.6938775510204082,7.0,0.0,1.0,8.0,Hé hé on va gagner l'iPad,5.0,5.0,3.0,1.8571428571428572,0.6938775510204082,7.0,0.0,1.0,8.0,3.607142857142857
21,"Mon cher et tendre filleul... Je m'engage a etre a tes coté tt au long de ta vie... A te soutenir ds tes moments difficiles et a partager tes bons moments, je souhaite etre la pr toi qd tu en auras besoin... Un soutien, un avis,une Amie...
Tu viens de rentrer ds ma famille et j'en suis fière, notre relation va s'epanouir quel bonheur!!!  <3 <3 <3 Sophie ta marraine ...",6.0,4.5,23.0,3.2604166666666665,16.63009982638889,16.0,54.666666666666664,6.0,102.0,"Mon cher et tendre filleul… Je m'engage à être à tes cotés tout au long de ta vie… À te soutenir dans tes moments difficiles et à partager tes bons moments, je souhaite être là pour toi quand tu en auras besoin… Un soutien, un avis, une Amie… Tu viens de rentrer dans ma famille et j'en suis fière, notre relation va s'épanouir quel bonheur !!! <3 <3 <3 Sophie ta marraine…",6.0,4.666666666666667,23.0,3.186046511627907,15.68631692806923,14.333333333333334,60.555555555555564,6.0,92.0,"Mon cher et tendre filleul… Je m'engage à être à tes cotés tout au long de ta vie… À te soutenir dans tes moments difficiles et à partager tes bons moments, je souhaite être là pour toi quand tu en auras besoin… Un soutien, un avis, une Amie… Tu viens de rentrer dans ma famille et j'en suis fière, notre relation va s'épanouir quel bonheur !!! <3 <3 <3 Sophie ta marraine…",6.0,4.666666666666667,23.0,3.186046511627907,15.68631692806923,14.333333333333334,60.555555555555564,6.0,92.0,0.07437015503875966
22,Se soir tu m'apelle hein chou?,3.0,3.0,4.0,2.125,1.109375,8.0,0.0,1.0,9.0,Ce soir tu m'appelles hein chou ?,3.0,3.0,4.0,2.125,1.109375,8.0,0.0,1.0,9.0,Ce soir tu m'appelles hein chou ?,3.0,3.0,4.0,2.125,1.109375,8.0,0.0,1.0,9.0,0.0
23,Ohhhhhh non   ! Héhé j'te texto en mode scred mon bbé<3,5.0,3.5,4.0,1.8461538461538463,1.0532544378698225,6.5,20.25,2.0,15.0,Oh non ! Hé hé je t'envoie texto en mode scred mon bébé <3,5.0,3.5,5.0,1.9333333333333333,1.6622222222222227,7.5,30.25,2.0,17.0,Oh non ! Hé hé je t'envoie texto en mode discret mon bébé <3,5.0,3.5,5.0,1.9333333333333333,1.6622222222222227,7.5,30.25,2.0,17.0,1.087179487179487
24,Vasi lache moi :o Aller plus tard je taime gros zoubia toi !<3,8.0,8.0,7.0,1.8666666666666667,2.2488888888888883,15.0,0.0,1.0,16.0,Vas-y lâche-moi :o Allez plus tard je t'aime gros bisous toi ! <3,5.0,3.5,18.0,3.789473684210526,17.6398891966759,9.5,72.25,2.0,21.0,Vas-y lâche-moi :o Allez plus tard je t'aime gros bisou à toi ! <3,6.0,4.0,19.0,4.0,19.2,10.0,81.0,2.0,22.0,18.133333333333333
25,"Des bisous, des bisous partout!",3.0,3.0,5.0,2.6666666666666665,2.222222222222222,6.0,0.0,1.0,7.0,"Des bisous, des bisous partout !",3.0,3.0,5.0,2.6666666666666665,2.222222222222222,6.0,0.0,1.0,7.0,"Des bisous, des bisous partout !",3.0,3.0,5.0,2.6666666666666665,2.222222222222222,6.0,0.0,1.0,7.0,0.0
26,Le plus svt possible je raterais peut etre 2 ou 3cours lol,4.0,4.0,6.0,2.090909090909091,2.0826446280991733,11.0,0.0,1.0,12.0,Le plus souvent possible je raterai peut-être 2 ou 3 cours lol,5.0,5.0,8.0,2.6153846153846154,5.005917159763314,13.0,0.0,1.0,14.0,Le plus souvent possible je raterai peut-être 2 ou 3 cours lol,5.0,5.0,8.0,2.6153846153846154,5.005917159763314,13.0,0.0,1.0,14.0,3.5244755244755246
27,Ben sa va arrivé alors l'année derniere on avait un decalage aussi,4.0,4.0,8.0,2.230769230769231,3.408284023668639,13.0,0.0,1.0,14.0,Ben ça va arriver alors l'année dernière on avait un décalage aussi,4.0,4.0,8.0,2.230769230769231,3.408284023668639,13.0,0.0,1.0,14.0,Ben ça va arriver alors l'année dernière on avait un décalage aussi,4.0,4.0,8.0,2.230769230769231,3.408284023668639,13.0,0.0,1.0,14.0,0.0
28,La j'ai fini je regarde le film,4.0,4.0,4.0,2.0,1.0,8.0,0.0,1.0,9.0,Là j'ai fini je regarde le film,4.0,4.0,4.0,2.0,1.0,8.0,0.0,1.0,9.0,Là j'ai fini je regarde le film,4.0,4.0,4.0,2.0,1.0,8.0,0.0,1.0,9.0,0.0
29,Coucou! Mon permis c'est bien passé sauf a un rond point ou j'ai un peu foiré :s donc on verra bien. Voila! Bisous a toute ta petite famille,5.0,3.0,19.0,3.5,14.0,8.0,99.0,4.0,36.0,Coucou ! Mon permis s'est bien passé sauf à un rond point ou j'ai un peu foiré :s donc on verra bien. Voila ! Bisous à toute ta petite famille,5.0,3.0,19.0,3.25,11.1875,8.0,99.0,4.0,36.0,Coucou ! Mon permis s'est bien passé sauf à un rond point ou j'ai un peu foiré :s donc on verra bien. Voila ! Bisous à toute ta petite famille,5.0,3.0,19.0,3.25,11.1875,8.0,99.0,4.0,36.0,0.25
30,Je suis vraiment desolée,2.0,2.0,3.0,2.0,0.6666666666666666,3.0,0.0,1.0,4.0,Je suis vraiment désolée,2.0,2.0,3.0,2.0,0.6666666666666666,3.0,0.0,1.0,4.0,Je suis vraiment désolée,2.0,2.0,3.0,2.0,0.6666666666666666,3.0,0.0,1.0,4.0,0.0
31,Pas de reponse ? J'ai cours dans pas longtemps. Je viendrais a 16h. Jespere que vous ne m'en voulez pas ..,4.0,3.25,7.0,2.5,3.0833333333333335,6.0,7.5,4.0,28.0,Pas de réponse ? J'ai cours dans pas longtemps. Je viendrai à 16h. J'espère que vous ne m'en voulez pas…,3.0,3.0,9.0,2.8,4.48,6.25,9.6875,4.0,29.0,Pas de réponse ? J'ai cours dans pas longtemps. Je viendrai à 16h. J'espère que vous ne m'en voulez pas…,3.0,3.0,9.0,2.8,4.48,6.25,9.6875,4.0,29.0,3.3
32,"Je n'arrive pas à joindre Anne, je n'ai pas vu l'heure, et je me suis rendormie. J'aimerais ne venir qu'a 16h si possible .. Je suis vraiment fatiguée et j'enchaine les cours non stop jusqu'a <LIE_8>.ca vous derange ? Si oui j'arrive mais j'en ai pour au moins une demie heure ... Je suis vraiment desolee ...",5.0,4.4,21.0,3.451219512195122,15.442742415229029,16.4,43.839999999999996,5.0,87.0,"Je n'arrive pas à joindre Anne, je n'ai pas vu l'heure, et je me suis rendormie. J'aimerais ne venir qu'à 16h si possible.. Je suis vraiment fatiguée et j’enchaîne les cours non stop jusqu'à <LIE_8>. Ça vous dérange ? Si oui j'arrive mais j'en ai pour au moins une demi-heure... Je suis vraiment désolée...",5.0,4.0,21.0,3.231707317073171,12.153628792385483,13.666666666666666,54.888888888888886,6.0,88.0,"Je n'arrive pas à joindre Anne, je n'ai pas vu l'heure, et je me suis rendormie. J'aimerais ne venir qu'à 16h si possible.. Je suis vraiment fatiguée et j’enchaîne les cours non stop jusqu'à <LIE_8>. Ça vous dérange ? Si oui j'arrive mais j'en ai pour au moins une demi-heure... Je suis vraiment désolée...",5.0,4.0,21.0,3.231707317073171,12.153628792385483,13.666666666666666,54.888888888888886,6.0,88.0,1.219512195121951
33,<TEL_10> texto Julie vite vite pour le casting getwild !!!,4.0,4.0,10.0,3.076923076923077,9.301775147928995,13.0,0.0,1.0,14.0,<TEL_10> texto Julie vite vite pour le casting getwild !!!,4.0,4.0,10.0,3.076923076923077,9.301775147928995,13.0,0.0,1.0,14.0,<TEL_10> texto Julie vite vite pour le casting Get Wild !!!,5.0,5.0,11.0,2.642857142857143,7.372448979591837,14.0,0.0,1.0,15.0,2.4340659340659343
34,Euh tu sais qd Claire a prévu de revenir ? J'ai pas son numéro...,4.0,4.0,7.0,2.2941176470588234,3.1487889273356404,8.5,0.25,2.0,19.0,Euh tu sais quand Claire a prévu de revenir ? J'ai pas son numéro...,4.0,4.0,7.0,2.2941176470588234,3.1487889273356404,8.5,0.25,2.0,19.0,Euh tu sais quand Claire a prévu de revenir ? J'ai pas son numéro...,4.0,4.0,7.0,2.2941176470588234,3.1487889273356404,8.5,0.25,2.0,19.0,0.0
35,Non ça s'est bien passé ;-) . Moi je serai là vendredi t'inquiétes. Bisous,3.0,2.3333333333333335,6.0,2.6666666666666665,2.5555555555555554,6.0,18.666666666666668,3.0,21.0,Non ça s'est bien passé ;-) . Moi je serai là vendredi t'inquiète. Bisous,3.0,2.3333333333333335,6.0,2.6666666666666665,2.5555555555555554,6.0,18.666666666666668,3.0,21.0,Non ça s'est bien passé ;-) . Moi je serai là vendredi t'inquiète. Bisous,3.0,2.3333333333333335,6.0,2.6666666666666665,2.5555555555555554,6.0,18.666666666666668,3.0,21.0,0.0
36,Bonne nuit!,2.0,2.0,1.0,1.0,0.0,2.0,0.0,1.0,3.0,Bonne nuit !,2.0,2.0,1.0,1.0,0.0,2.0,0.0,1.0,3.0,Bonne nuit !,2.0,2.0,1.0,1.0,0.0,2.0,0.0,1.0,3.0,0.0
37,Coucou! T'es tentée ce soir par une promenade? Bisous,3.0,2.0,6.0,2.4,2.8400000000000003,3.3333333333333335,16.22222222222222,3.0,13.0,Coucou! Tu es tentée ce soir pour une promenade ? Bisous,3.0,2.0,6.0,2.3333333333333335,3.111111111111111,3.0,12.666666666666666,3.0,12.0,Coucou! Tu es tentée ce soir pour une promenade ? Bisous,3.0,2.0,6.0,2.3333333333333335,3.111111111111111,3.0,12.666666666666666,3.0,12.0,0.06666666666666643
38,"Normalement c'est ok pour le weekend prochaine chez Thomas, je peux etre la :)",5.0,5.0,13.0,2.8823529411764706,10.103806228373701,17.0,0.0,1.0,18.0,"Normalement c'est O.K/ pour le week-end prochain chez Thomas, je peux être là :)",4.0,4.0,14.0,2.909090909090909,8.446280991735536,22.0,0.0,1.0,23.0,"Normalement c'est O.K. pour le week-end prochain chez Thomas, je peux être là :)",4.0,3.5,8.0,2.380952380952381,3.4739229024943317,10.5,12.25,2.0,23.0,8.528138528138529
39,Coucou! ça va? Balade vers 5h?,3.0,2.3333333333333335,3.0,1.5,0.5833333333333334,2.0,0.6666666666666666,3.0,9.0,Coucou! Ça va ? Balade vers 5h ?,3.0,2.3333333333333335,3.0,1.5,0.5833333333333334,2.0,0.6666666666666666,3.0,9.0,Coucou! Ça va ? Balade vers 5h ?,3.0,2.3333333333333335,3.0,1.5,0.5833333333333334,2.0,0.6666666666666666,3.0,9.0,0.0
40,Vers 6h30. Liste recopiee sur reseauetudiant...,4.0,3.0,6.0,1.875,2.609375,4.0,4.0,2.0,10.0,Vers 6h30. Liste recopiée sur réseau étudiant…,4.0,3.0,5.0,1.7142857142857142,1.9183673469387752,3.5,2.25,2.0,9.0,Vers 6h30. Liste recopiée sur réseau étudiant…,4.0,3.0,5.0,1.7142857142857142,1.9183673469387752,3.5,2.25,2.0,9.0,1.1607142857142858
41,C'est sur la fac timone la liste a ete recopiee direct à Marseille,4.0,4.0,9.0,2.2142857142857144,4.168367346938775,14.0,0.0,1.0,15.0,C'est sur la fac Timone la liste a été recopiée directement à Marseille,4.0,4.0,9.0,2.2142857142857144,4.168367346938775,14.0,0.0,1.0,15.0,C'est sur la fac Timone la liste a été recopiée directement à Marseille,4.0,4.0,9.0,2.2142857142857144,4.168367346938775,14.0,0.0,1.0,15.0,0.0
42,C foutu oui,2.0,2.0,1.0,1.0,0.0,2.0,0.0,1.0,3.0,C'est foutu oui,2.0,2.0,3.0,1.75,0.6875,4.0,0.0,1.0,5.0,C'est foutu oui,2.0,2.0,3.0,1.75,0.6875,4.0,0.0,1.0,5.0,2.75
