sms_id,Texte_texte,Texte_profondeur_arbre_max,Texte_profondeur_arbre_moy,Texte_distance_dependance_max,Texte_distance_dependance_moy,Texte_distance_dependance_var,Texte_nb_dependances_moy_phrase,Texte_nb_dependances_var_phrase,Texte_nb_phrases,Texte_nb_tokens,divergence_score
29,"Il faut pour démontrer cela, faire retour à la pulsion de mort telle qu'elle est découverte par la psychanalyse freudienne (Deuil et mélancolie) - la pulsion de mort est un désir de néantisation des excitations psychiques qui sont associées aux phénomènes de répétition.",9,9.0,47,4.020833333333333,62.68706597222222,48.0,0.0,1,49,0.0
30,"Or tout est répétition dans l'existence : le sommeil, le réveil, la satisfaction des besoins vitaux tels que l'alimentation, les activités de travail ou de loisir, etc.",8,8.0,32,3.3142857142857145,27.986938775510207,35.0,0.0,1,36,0.0
31,"Tous ces comportements sont associés à des excitations psychiques toujours répétées, or ce sont ces excitations que refuse la pulsion de mort.",6,6.0,19,3.130434782608696,16.72211720226843,23.0,0.0,1,24,0.0
32,"En refusant la répétition, qui n'est pas répétition du même mais répétition de singularités (on ne rêve jamais exactement la même chose dans le sommeil, on peut ne pas manger le même repas, etc.).",7,7.0,30,3.738095238095238,24.62188208616781,42.0,0.0,1,43,0.0
33,"La pulsion de mort recherche un recommencement perpétuel, elle veut faire table rase et repartir de zéro ; c'est l'élément destructif et négateur qui la caractérise, or cet élément réside dans la violence.",6,6.0,35,3.8461538461538463,37.71992110453648,39.0,0.0,1,40,0.0
34,"Cette dernière est par conséquent un refus de ce qui a été, un refus de la durée même et donc du temps.",5,5.0,17,3.130434782608696,11.678638941398868,23.0,0.0,1,24,0.0
35,"Le temps est également aboli dans le sentiment que la répétition est une répétition du même, car la pulsion de mort ramène chaque répétition à la mêmeté d'une excitation psychique : tout se ramène alors à la forme de cette excitation vidée de contenu, contenu lui-même vidé de sens, étant donné que c'est par le sens que le contenu de cette excitation psychique peut lui-même se constituer comme un contenu.",9,9.0,77,4.839506172839506,90.0359701265051,81.0,0.0,1,82,0.0
36,"Ainsi, la pulsion de mort, en aliénant le sujet de son existence temporelle, détruit également l'identité du sujet ; ce qui fait qu'il demeure égal à lui-même dans le temps est brisé avec la répétition et le refus de la durée.",9,9.0,34,4.2,35.64000000000001,50.0,0.0,1,51,0.0
37,"D'où que l'inscription au sein d'une constitution garantissant l'Etat de droit d'un article autorisant les pleins pouvoirs, même sur une courte durée et de manière exceptionnelle, présente un risque pour la paix au sein de ce même État, car c'est une autorisation à faire table rase, pour une période donnée, du respect du droit qui prévalait jusqu'alors ; elle représente donc une brèche pour la pulsion de mort, une brisure du temps démocratique qui peut ne pas se refermer si les circonstances sont défavorables.",11,11.0,66,8.596153846153847,167.58690828402365,104.0,0.0,1,105,0.0
38,"Ainsi, il apparaît qu'un Etat de droit où serait garantie la non brisure du temps, de la durée démocratique, pourrait fournir un cadre satisfaisant à la pulsion de mort qui fonde la violence.",7,7.0,35,4.2368421052631575,49.286011080332415,38.0,0.0,1,39,0.0
39,On voit que cela n'est possible que si cependant existe une conscience de cette durée démocratique au niveau des législateurs.,6,6.0,21,3.409090909090909,18.0599173553719,22.0,0.0,1,23,0.0
40,Il faudrait alors au législateur la conviction que la violence se fait par l'Histoire mais qu'au contraire c'est l'organisation et la compréhension sociale du temps qui détermine l'expansion de la violence.,7,7.0,40,4.219512195121951,44.51279000594884,41.0,0.0,1,42,0.0
41,C'est ce qu'enseigne un regard anthropologique sur les sociétés sans État comme celui de Pierre Clastres dans La société contre l'Etat (ch. 11).,6,4.0,26,3.4838709677419355,23.604578563995837,15.5,182.25,2,33,0.0
42,"Clastres montre, à partir des Tupi-Guarani, que les sociétés sans Etat sont des sociétés sans domination.",5,5.0,19,4.2,23.96,20.0,0.0,1,21,0.0
43,"Cette dernière s'institue lorsqu'un guerrier impétueux et avide de gloire tente d'entraîner la population dans des guerres vaines et coûteuses ; la domination se constitue par l'absence de résistance à la démesure de ce chef, mais Clastres montre que souvent le chef n'est pas suivi par la population lorsque ses ambitions semblent exagérées ; ainsi ces sociétés restent sans État parce que la violence illimitée, la démesure, conserve son ridicule auprès de la population, et ne devient alors jamais légitime.",8,8.0,90,6.776595744680851,143.81179266636485,94.0,0.0,1,95,0.0
44,La cause en est que la guerre est davantage associée à un loisir des hommes qu'à une fonction - le combat est pour les hommes un loisir où ils font l'épreuve ludique de leur force.,6,6.0,30,4.076923076923077,28.48126232741617,39.0,0.0,1,40,0.0
45,"C'est ici un exemple de violence encadrée, régulée par le jeu ou le rite, qui associe son expression à un plaisir immédiat et épisodique incompatible avec une institutionnalisation sur longue durée et dans une structure de type étatique de la domination.",9,9.0,40,3.2888888888888888,34.64987654320987,45.0,0.0,1,46,0.0
46,D'où que ces sociétés sans Etat demeurent de petite taille car aucun esprit de conquête ne les anime.,6,6.0,18,3.75,17.1875,20.0,0.0,1,21,0.0
47,"Par ailleurs, ces sociétés ont une conception du temps cyclique proche des sociétés antiques gréco-romaines, car le temps social est organisé en fonction du cycle des saisons, les périodes de moisson sont les périodes de travail, mais celui-ci n'est pas rendu permanent comme dans une société productiviste, il reste occasionnel, le reste du temps étant occupé par les loisirs.",7,7.0,66,5.535211267605634,95.29101368776037,71.0,0.0,1,72,0.0
48,On ne peut faire ici l'économie d'une distinction fondamentale entre ce temps cyclique et le temps linéaire qui caractérise la conception occidentale et chrétienne du temps depuis saint Augustin.,10,10.0,31,3.242424242424242,28.426078971533517,33.0,0.0,1,34,0.0
49,"En arrachant le temps à l'Histoire même, elle fait nécessairement s'inscrire la violence dans une autre dimension que la dimension ludique ou rituelle ; elle l'inscrit dans une perspective métaphysique qui pose le dépassement de la violence dans une idéologie du progrès, entendu comme un progrès de la culture et de la civilisation sur une nature humaine primitive et archaïque.",12,12.0,67,4.117647058823529,75.25086505190312,68.0,0.0,1,69,0.0
50,L'Occident chrétien détermine une conception de l'histoire et du temps qui modifie profondément l'expression et la compréhension de la violence.,8,8.0,22,2.8076923076923075,15.924556213017754,26.0,0.0,1,27,0.0
51,"En posant le dogme chrétien de la chute comme fondateur, Augustin envisage un temps linéaire qui est celui de l'Histoire telle que pensée par l'Occident : en effet, dans la culture chrétienne l'homme vient au monde en ayant une fin prédéterminée qui est la fin eschatologique du rachat de son âme pécheresse dont tout homme hérite depuis la chute d'Adam et Eve du paradis.",9,9.0,62,4.635135135135135,76.66417092768444,74.0,0.0,1,75,0.0
52,"Ainsi le temps de l'existence du chrétien est marqué par un commencement et une fin, et entièrement tendu vers l'accomplissement de cette fin (le salut de l'âme dans l'au-delà, cf.",8,8.0,33,3.627906976744186,26.187128177393184,43.0,0.0,1,44,0.0
53,"Confessions, livre X).",3,3.0,5,2.4,2.2399999999999998,5.0,0.0,1,6,0.0
54,Cette existence est envisagée comme un progrès continu vers cette fin.,4,4.0,8,2.3636363636363638,4.049586776859504,11.0,0.0,1,12,0.0
55,"Or c'est cette histoire individuelle que l'Occident chrétien projette dans sa conception de l'histoire collective, elle-même tendue vers le progrès, mais non plus un progrès eschatologique mais un progrès technologique et technique de maîtrise (de domination) de la nature.",7,7.0,46,3.9019607843137254,44.32372164552096,51.0,0.0,1,52,0.0
56,"L'abolition du temps cyclique dans la théologie chrétienne semble alors fonctionner comme une destitution de la pulsion de mort dans l'Histoire, par glissement progressif du domaine existentiel, individuel, au domaine historique, collectif.",9,9.0,30,3.125,24.309375,40.0,0.0,1,41,0.0
57,"Ainsi, la violence est envisagée elle-même sur le mode d'une temporalité linéaire comme une chose à dépasser, à surmonter, tandis que la temporalité cyclique ne pouvait que l'intégrer au sein d'une pratique ludique ou rituelle, en permettant la gestion.",7,7.0,46,3.9607843137254903,53.488658208381395,51.0,0.0,1,52,0.0
58,"Au contraire, dans la pensée chrétienne la violence doit tendre à sa suppression.",4,4.0,8,2.2857142857142856,4.061224489795919,14.0,0.0,1,15,0.0
59,"C'est ainsi que Kant l'envisage tant dans Idée d'une histoire universelle au point de vue cosmopolitique : le conflit, la guerre sont porteurs d'un enseignement, ils font prendre conscience aux hommes du caractère destructeur de la violence et les incite par le mal même, à rechercher une solution à cette violence, qui passe essentiellement par l'idée d'un droit international régulant les guerres, mais aussi par l'établissement d'un gouvernement mondial s'appuyant sur le commerce économique pour adoucir les moeurs.",9,9.0,98,6.306930693069307,144.07411038133517,101.0,0.0,1,102,0.0
60,C'est ce qui mène Kant à défendre l'idée d'une paix perpétuelle (Vers la paix perpétuelle).,7,7.0,20,3.5652173913043477,25.376181474480152,23.0,0.0,1,24,0.0
61,"D'un tel point de vue téléologique, il y a une vertu à la violence car elle résulte d'une mise en compétition des hommes qui ne se fait pas pour le jeu cette fois ci mais parce qu'il y a de plus sérieux, soit le progrès de l'humanité vers la fin de la violence et de la guerre (une paix perpétuelle).",11,11.0,61,4.263888888888889,66.13869598765433,72.0,0.0,1,73,0.0
62,"Ainsi, les arbres dans une forêt poussent haut et droit lorsqu'ils sont les uns à côté des autres, en concurrence pour qu'ils puissent atteindre une place au soleil par leurs cimes tandis que l'arbre qui pousse seul restera rabougri, arbustif, et à l'ombre (Idée d'une histoire universelle, chap.5).",7,7.0,60,5.537313432835821,72.8754733793718,67.0,0.0,1,68,0.0
63,"Cependant, si la violence est une vertu dans cette compétition, comment justifier qu'il soit à la fin préférable de l'abolir ?",4,4.0,13,3.6923076923076925,10.98224852071006,26.0,0.0,1,27,0.0
64,Comment peut-on aboutir à une paix perpétuelle tandis que cette paix a besoin de se confronter aux effets de la violence et de la guerre pour se décider et s'établir ?,8,8.0,33,3.5294117647058822,34.778546712802765,34.0,0.0,1,35,0.0
65,Il y a là une contradiction qui repose sur une métaphysique de la raison.,6,6.0,12,2.5,7.535714285714286,14.0,0.0,1,15,0.0
66,"En effet, l'homme de la philosophie kantienne de l'histoire est plongé dans la guerre et la violence comme dans l’expérience.",5,5.0,14,3.3333333333333335,12.0,27.0,0.0,1,28,0.0
67,"Or, sa raison exige toujours d’outrepasser l’expérience.",4,4.0,8,2.4166666666666665,4.076388888888889,12.0,0.0,1,13,0.0
68,"Dès lors, cet homme qui comment la violence par l’expérience ne peut que développer l’idée régulatrice d’une paix perpétuelle.",6,6.0,13,3.0,11.307692307692308,26.0,0.0,1,27,0.0
69,"Mais celle-ci est une illusion de la raison dont aucune expérience n’est possible, mais si Kant la croit néanmoins utile, c’est parce qu’il envisage encore la raison comme un contenu de vérité (critique que formule Deleuze à son encontre dans Différence et répétition).",8,8.0,49,5.1454545454545455,62.851570247933886,55.0,0.0,1,56,0.0
70,"Contre cette illusion d'un contenu de vérité permanent, il faut reconnaître l'importance du hasard qui détermine la vérité comme une rencontre contingente.",7,7.0,15,2.888888888888889,10.172839506172838,27.0,0.0,1,28,0.0
71,"C'est ce à quoi invite Simone Weil dans La pesanteur et la grâce (23, Hasard).",5,5.0,17,3.7,22.410000000000004,20.0,0.0,1,21,0.0
72,"L'idée de progrès est dépendante de la volonté qu'ont les hommes de croire que les bonnes choses durent toujours, qu'elles ne durent que le temps d'une rencontre.",8,8.0,30,3.3055555555555554,23.3233024691358,36.0,0.0,1,37,0.0
73,"Le cours naturel des événements est celui du hasard de la rencontre, et l'idéologie du progrès fait violence à cela.",5,5.0,17,3.5652173913043477,16.85444234404537,23.0,0.0,1,24,0.0
74,Car les choses durent le temps d'une rencontre signifie qu'elles ne durent pas toujours.,5,5.0,15,3.111111111111111,10.987654320987655,18.0,0.0,1,19,0.0
75,Il en va de même avec la raison et la pensée ; ce n'est que parce qu'elle dure pour dépasser et permanente la pensée et la raison que l'idéologie du progrès peut envisager une construction infinie de l'homme vers la fin de la violence.,7,7.0,50,4.25,54.41826923076923,52.0,0.0,1,53,0.0
76,"Or pensée et raison cheminent aussi par rencontres, avec des obstacles stimulants, des problèmes invitant résolution, etc.",8,8.0,16,2.7,10.510000000000002,20.0,0.0,1,21,0.0
77,"Cela invite également à reconnaître que tout n'est pas pensé, c'est-à-dire qu'il y a aussi du pulsionnel, de l'émotionnel, rendant impossible la pureté dont se revendique une idéologie du progrès.",9,9.0,44,5.444444444444445,54.202469135802474,45.0,0.0,1,46,0.0
78,"Comment alors tirer les enseignements de ce qui précède pour constituer la violence en problème politique en la sortant d'une nature humaine qui toujours devrait être dépassée, et comme supprimée dans ce dépassement ?",9,9.0,34,3.2777777777777777,31.64506172839506,36.0,0.0,1,37,0.0
79,"Une première solution est présentée dans la philosophie de l'histoire de Benjamin (Thèses sur le concept d'Histoire), elle consiste avant tout en une politique mémorielle.",6,6.0,28,3.71875,34.5146484375,32.0,0.0,1,33,0.0
80,"Prenant acte de la conception impérialiste de l'Histoire qui a dominé l'occident, Benjamin encourage la création d'une Histoire (ou d'une historiographie) soutenue, qui ne serait plus celle écrite par les vainqueurs des guerres mais celle écrite par les vaincus.",9,9.0,33,3.8823529411764706,28.535178777393313,51.0,0.0,1,52,0.0
81,C'est une telle ambition que Benjamin reconnaît au mouvement surréaliste dans Le Surréalisme.,4,4.0,10,2.933333333333333,5.795555555555556,15.0,0.0,1,16,0.0
82,Le dernier instantané de l'intelligentsia européenne (1929).,3,3.0,9,2.909090909090909,6.8099173553719,11.0,0.0,1,12,0.0
83,"En effet le surréalisme rentre dans la conceptualisation benjaminienne du messianisme historique comme celui des opprimés, car il prend parti pour les courants perdants dans l'Histoire : le fouriérisme perdant face au marxisme, la sorcellerie et le mysticisme perdants face à l'Église, l'anarchisme perdant face au communisme (notamment dans la guerre civile espagnole de 1936-1939), et bien sûr la cause des fous (universellement perdants contre la raison et surtout le positivisme) que le surréalisme reprend dans le projet d'écriture automatique (l'automatisme étant au XIXe s' et au début du XXe siècles considéré comme le symptôme majeur de la folie, comme on le constate dans le Manuel de psychiatrie de Rogues de Fursac), considéré comme foyer principal de créativité artistique.",9,9.0,140,11.26388888888889,362.26369598765433,144.0,0.0,1,145,0.0
84,"Ainsi, il s'agit de conserver la mémoire vivante des opprimés, à l'encontre du récit officiel qui s'inscrit dans une historiographie de la domination.",7,7.0,26,3.4193548387096775,23.146722164412072,31.0,0.0,1,32,0.0
85,Cela correspond à un mouvement commémoratif qui restaure une identité perdue et réintroduit de la cyclicité dans la temporalité linéaire de la civilisation occidentale.,8,8.0,23,2.7916666666666665,19.248263888888886,24.0,0.0,1,25,0.0
86,"En conclusion, il apparaît que la violence est par nature un problème temporel et donc historique.",5,5.0,13,3.235294117647059,10.53287197231834,17.0,0.0,1,18,0.0
87,"De même, il apparaît qu'il ne faut plus comprendre ""violence et histoire"" comme deux concepts artificiellement reliés, mais comme coïncidant simultanément l'un dans l'autre.",6,6.0,30,3.3823529411764706,25.70674740484429,34.0,0.0,1,35,0.0
88,"Il ne saurait y avoir de progression de la violence vers une Histoire sans violence (ou une paix perpétuelle), mais une intégration de la violence au sein de cycles qui en permettent la gestion et l'encadrement, que ces cycles soient sous forme de jeux, de rites ou de commémorations.",10,10.0,54,3.75,56.080357142857146,56.0,0.0,1,57,0.0
89,Tout l'enjeu pour la civilisation occidentale étant de se déprendre d'une conception linéaire du temps en politique et dans la culture en général.,6,6.0,16,2.8518518518518516,9.089163237311388,27.0,0.0,1,28,0.0
90,"Dans le langage ordinaire, on dit parfois d'une personne qu'elle maîtrise un art ou une technique ""à la perfection"".",6,6.0,20,2.9615384615384617,14.652366863905327,26.0,0.0,1,27,0.0
91,"Il semble qu'on emploie alors ""perfection"" comme superlatif : cette personne étant ""la meilleure"" dans son art.",5,5.0,22,3.782608695652174,21.90926275992439,23.0,0.0,1,24,0.0
92,"La perfection apparaît alors comme le bien le plus haut, un summum bonum placé au sommet d'une gradation.",7,7.0,19,3.0,15.619047619047619,21.0,0.0,1,22,0.0
93,"Cependant, il arrive bien souvent de dire ""c'est parfait"" pour exprimer un simple contentement.",6,6.0,16,2.9473684210526314,10.891966759002768,19.0,0.0,1,20,0.0
94,"Dans l'expérience, nous ne rencontrons jamais ""la"" perfection comme maximum mais, sans doute par analogie, nous qualifions de ""parfaits"" des biens qui s'en approchent.",5,5.0,28,3.8857142857142857,25.81551020408163,35.0,0.0,1,36,0.0
95,Ainsi la perfection n'est pas une qualité perçue empiriquement mais bien plutôt une idée proprement intellectuelle.,4,4.0,10,3.3333333333333335,7.2222222222222205,18.0,0.0,1,19,0.0
96,"Seulement, quel est alors le fondement et l'origine de l'idée de perfection ?",5,5.0,11,3.0,5.882352941176471,17.0,0.0,1,18,0.0
97,De deux choses l'une.,3,3.0,4,2.0,1.3333333333333333,6.0,0.0,1,7,0.0
98,Ou bien l'idée de perfection dérive de l'expérience et est comme abstraite d'exemples concrets.,4,4.0,13,3.05,8.747499999999999,20.0,0.0,1,21,0.0
99,Ou bien l'idée de perfection est seulement découverte en nous.,4,4.0,9,2.5,5.083333333333333,12.0,0.0,1,13,0.0
100,"Si, comme évoqué, la perfection, en tant que telle, ne se réalise jamais dans le monde empiriquement vécu, elle ne saurait en être extraite.",5,5.0,25,4.862068965517241,34.877526753864444,29.0,0.0,1,30,0.0
101,"Mais l'autre terme de l'alternative est, lui aussi, confronté à de lourds problèmes : parce qu'elle ne porte en elle aucun contenu, la perfection ainsi entendue serait davantage une ""forme"" qu'une idée.",5,5.0,31,4.555555555555555,34.06913580246913,45.0,0.0,1,46,0.0
102,"Poser le problème de l'origine de l'idée de perfection c'est, alors, demander quelle est la faculté à l'œuvre lorsqu'elle se donne à l'esprit.",7,7.0,19,3.5945945945945947,15.80861943024105,37.0,0.0,1,38,0.0
103,"Réduire l'idée de perfection à sa pure forme superlative c'est, semble-t-il, lui assigner la raison ou l'entendement pour origine.",5,5.0,22,4.032258064516129,17.902185223725287,31.0,0.0,1,32,0.0
104,"Mais une telle réduction ne rend pas compte de l'expérience subjective de l'idée de ""perfection"", accompagnée, semble-t-il d'un sentiment esthétique qui porte en lui une charge affective.",8,8.0,36,3.8536585365853657,36.905413444378354,41.0,0.0,1,42,0.0
105,"N'y a t-il pas, dans l'expérience esthétique de certaines œuvres d'art, un accès à l'idée de perfection ?",6,6.0,26,4.0344827586206895,30.17122473246135,29.0,0.0,1,30,0.0
106,Peut-on penser l'idée de perfection dans toute sa force (c'est-à-dire ne pas rabattre sa signification à un simple contentement d'un bien) sans la dépouiller de tout contenu ?,7,7.0,41,4.878048780487805,61.76561570493753,41.0,0.0,1,42,0.0
107,"Dans un premier moment nous soutiendrons l'universalité, la fixité, l'immuabilité et l'inscription dans tout être humain, de l'idée de perfection.",6,6.0,26,3.4838709677419355,22.056191467221645,31.0,0.0,1,32,0.0
108,"Seulement, une telle conception semblera se heurter à la diversité, notamment historique, de l'idée de perfection.",6,6.0,16,2.9523809523809526,11.283446712018142,21.0,0.0,1,22,0.0
109,Dans un second moment il semblera nécessaire de s'arracher radicalement de cette idée pour éviter l'uniformisation et la légitimation des inégalités qu'elle engendre.,8,8.0,24,2.9310344827586206,17.512485136741976,29.0,0.0,1,30,0.0
110,"Enfin, dans un dernier moment, nous tenterons de repenser l'idée de perfection de manière ouverte, et comme condition du futur.",6,6.0,17,2.88,11.625600000000002,25.0,0.0,1,26,0.0
111,"Dans un premier moment, l'idée de perfection apparaîtra comme idée la plus haute et comme ne faisant qu'une avec ce qui est souverainement vrai, beau et bon.",7,7.0,23,2.9393939393939394,15.14784205693297,33.0,0.0,1,34,0.0
112,"Le concept de ""perfection"" semble conjuguer la dimension morale avec la dimension épistémologique.",4,4.0,9,2.6666666666666665,5.28888888888889,15.0,0.0,1,16,0.0
113,"Ces deux sens semblent pourtant prima facie assez hétérogènes l'un à l'autre : dans la première on dira d'un Homme qu'il agit de manière ""moralement parfaite"" par exemple, tandis que dans le seconde, on dira, par exemple, que le cercle est une figure ""plus parfaite"" que l'ovale.",8,8.0,62,5.630769230769231,85.55597633136094,65.0,0.0,1,66,0.0
